Frequency,Impedance
80000,4477.75
80000,4478
80000,4478.2
80000,4478.72
80000,4478.25
80000,4478.59
80000,4478.82
80000,4479.11
80000,4478.84
80000,4478.35
80000,4478.35
80000,4479.09
80000,4479.66
80000,4478.42
80000,4478.44
80000,4478.57
80000,4478.87
80000,4478.44
80000,4477.85
80000,4478.2
80000,4478.37
85000,4443.11
85000,4444.51
85000,4444.02
85000,4444.94
85000,4446.35
85000,4444.2
85000,4442.8
85000,4447.09
85000,4445.9
85000,4441.57
85000,4444.03
85000,4445.43
85000,4445.56
85000,4443.84
85000,4441.09
85000,4445.29
85000,4444.77
85000,4444.77
85000,4443.68
85000,4441.13
85000,4443.8
85000,4445.43
85000,4445.6
85000,4443.54
85000,4441
85000,4444.63
85000,4444.73
85000,4445.03
85000,4444.51
85000,4446.87
85000,4445.2
85000,4441.66
85000,4444.9
85000,4443.72
85000,4448.49
85000,4445.86
85000,4442.09
85000,4444.2
85000,4443.46
85000,4446.78
85000,4445.82
85000,4445.03
85000,4444.15
85000,4444.77
85000,4445.81
85000,4442.8
85000,4445.03
85000,4447.22
85000,4445.95
85000,4445.16
90000,4403.4
90000,4405.15
90000,4403.24
90000,4402.36
90000,4403.43
90000,4403.11
90000,4405.95
90000,4403.03
90000,4403.28
90000,4402.5
90000,4405.46
90000,4403.7
90000,4404.25
90000,4402.77
90000,4405.82
90000,4405.88
90000,4404.95
90000,4402.84
90000,4406.71
90000,4419.45
90000,4409.78
90000,4403.26
90000,4405.1
90000,4409.69
90000,4408.33
90000,4402.69
90000,4404.45
90000,4411.04
90000,4420.69
90000,4404.55
90000,4404.51
90000,4404.35
90000,4421.27
90000,4419.39
90000,4407.09
90000,4406.02
90000,4421.3
90000,4419.27
90000,4406.12
90000,4402.33
90000,4406.48
90000,4419.06
90000,4407.24
90000,4402.18
90000,4405.46
90000,4405.01
90000,4405.89
90000,4401.63
90000,4404.61
90000,4404.82
95000,4353.86
95000,4351.83
95000,4353.74
95000,4359.42
95000,4356.55
95000,4352.19
95000,4352.45
95000,4352.32
95000,4356.82
95000,4354.91
95000,4351.83
95000,4355.48
95000,4369.14
95000,4367.59
95000,4352.56
95000,4351.55
95000,4353.01
95000,4368.46
95000,4356.1
95000,4351.8
95000,4353.82
95000,4368.08
95000,4353.06
95000,4350.33
95000,4350.86
95000,4354.76
95000,4367.92
95000,4354.84
95000,4352
95000,4352.68
95000,4367.97
95000,4358.94
95000,4351.83
95000,4351.22
95000,4356.8
95000,4360.66
95000,4352.11
95000,4351.87
95000,4352.97
95000,4365.99
95000,4355.2
95000,4351.39
95000,4353.1
95000,4364.16
95000,4366.26
95000,4352.08
95000,4352.24
95000,4354.19
95000,4367.5
95000,4356.78
100000,4330.89
100000,4338.8
100000,4347.84
100000,4346.55
100000,4331.28
100000,4331.09
100000,4347.69
100000,4333.43
100000,4328.83
100000,4329.52
100000,4331.08
100000,4337.34
100000,4335.39
100000,4329.81
100000,4329.13
100000,4328.74
100000,4329.13
100000,4328.25
100000,4328.74
100000,4328.64
100000,4328.54
100000,4328.25
100000,4328.35
100000,4330.3
100000,4330.01
100000,4329.42
100000,4328.74
100000,4330.3
100000,4330.89
100000,4329.32
100000,4330.6
100000,4348.28
100000,4348.76
100000,4348.28
100000,4349.2
100000,4348.98
100000,4350.34
100000,4349.44
100000,4349.83
100000,4350.74
100000,4350.75
100000,4350.24
100000,4350.54
100000,4351.22
100000,4350.01
100000,4349.98
100000,4349.84
100000,4350.83
100000,4350.63
100000,4350.41
5000,5208.08
5000,5209.14
5000,5211.43
5000,5211.17
5000,5213.9
5000,5215.4
5000,5216.64
5000,5218.23
5000,5220.7
5000,5222.11
5000,5225.75
5000,5225.57
5000,5228.93
5000,5231.86
5000,5233.99
5000,5234.44
5000,5237.1
5000,5239.86
5000,5241.02
5000,5242.54
5000,5245.66
5000,5247.98
5000,5248.34
5000,5252.18
5000,5255.5
5000,5256.3
5000,5259.35
5000,5261.41
5000,5264.28
5000,5266.62
5000,5270.76
5000,5273.92
5000,5275.09
5000,5278.44
5000,5279.96
5000,5283.77
5000,5288.03
5000,5290.93
5000,5292.38
5000,5293.73
5000,5298.56
5000,5300.39
5000,5303.11
5000,5308.13
5000,5310.87
5000,5314.27
5000,5317.28
5000,5321.6
5000,5322.52
5000,5327.57
10000,5148.15
10000,5156.56
10000,5159.79
10000,5158.42
10000,5156.54
10000,5161.51
10000,5162.07
10000,5162.97
10000,5166.95
10000,5164
10000,5165.16
10000,5166.11
10000,5165.46
10000,5167.4
10000,5163.26
10000,5162.45
10000,5167.94
10000,5165.77
10000,5172.47
10000,5169.39
10000,5170.28
10000,5168.18
10000,5170.52
10000,5171.91
10000,5170.72
10000,5174.52
10000,5173.79
10000,5175.78
10000,5178.28
10000,5175.48
10000,5176.03
10000,5175.96
10000,5176.58
10000,5176.88
10000,5178.54
10000,5176.17
10000,5178.85
10000,5177.95
10000,5180.31
10000,5179.76
10000,5179.95
10000,5180.98
10000,5178.94
10000,5182.41
10000,5182.7
10000,5184.3
10000,5181.1
10000,5184.62
10000,5184.96
10000,5190.81
15000,5132.99
15000,5138.15
15000,5139.53
15000,5140.28
15000,5140.04
15000,5139.57
15000,5140.38
15000,5139.94
15000,5141.43
15000,5140.45
15000,5140.24
15000,5142.31
15000,5142.57
15000,5142.54
15000,5142.68
15000,5141.9
15000,5142.17
15000,5142.88
15000,5142.44
15000,5142.2
15000,5142.27
15000,5143.19
15000,5143.25
15000,5143.46
15000,5143.22
15000,5143.02
15000,5144.27
15000,5144.3
15000,5144.47
15000,5143.69
15000,5145.62
15000,5145.52
15000,5145.96
15000,5146.2
15000,5146.16
15000,5145.28
15000,5146.37
15000,5147.38
15000,5148.13
15000,5149.49
15000,5148.06
15000,5150.17
15000,5149.59
15000,5150.64
15000,5150.03
15000,5152.31
15000,5150.34
15000,5150.67
15000,5151.55
15000,5152.85
20000,5062.66
20000,5065.86
20000,5067.97
20000,5065.5
20000,5067.38
20000,5067.1
20000,5067.83
20000,5067.74
20000,5067.03
20000,5067.45
20000,5068.77
20000,5067.43
20000,5068.49
20000,5068.46
20000,5068.93
20000,5068.37
20000,5068.68
20000,5069.36
20000,5070.09
20000,5069.85
20000,5069.5
20000,5071.22
20000,5069.62
20000,5070.77
20000,5069.94
20000,5070.23
20000,5070.56
20000,5071.08
20000,5070.91
20000,5070.02
20000,5069.17
20000,5070.94
20000,5070.75
20000,5071.81
20000,5072
20000,5072.56
20000,5071.17
20000,5072.14
20000,5072.7
20000,5072.84
20000,5073.17
20000,5073.64
20000,5073.33
20000,5074.4
20000,5074.04
20000,5073.92
20000,5075.64
20000,5073.83
20000,5076.66
20000,5075.34
25000,5077.7
25000,5082.09
25000,5082.3
25000,5082.26
25000,5082.49
25000,5082.86
25000,5081.39
25000,5083.14
25000,5084.3
25000,5082.85
25000,5083.51
25000,5084.25
25000,5085.16
25000,5085.16
25000,5083.45
25000,5083.7
25000,5083.64
25000,5084.4
25000,5084.1
25000,5084.85
25000,5084.49
25000,5085.79
25000,5085.06
25000,5084.1
25000,5085.41
25000,5085.61
25000,5085.75
25000,5085.74
25000,5086.36
25000,5085.86
25000,5085.15
25000,5084.74
25000,5085.5
25000,5086.05
25000,5086.7
25000,5086.04
25000,5087.71
25000,5086.86
25000,5086.13
25000,5086.2
25000,5086.5
25000,5088.11
25000,5087.55
25000,5087.26
25000,5087.15
25000,5087.24
25000,5088.21
25000,5088.12
25000,5089
25000,5088.09
30000,5058.15
30000,5060.46
30000,5060.36
30000,5060.17
30000,5060.49
30000,5061.4
30000,5060.41
30000,5060.2
30000,5060.95
30000,5060.59
30000,5060.64
30000,5061.55
30000,5060.75
30000,5061.16
30000,5061.81
30000,5061.79
30000,5061.81
30000,5061.94
30000,5062
30000,5062.07
30000,5062.78
30000,5061.71
30000,5063.51
30000,5062.33
30000,5062.65
30000,5063.22
30000,5063.04
30000,5062.88
30000,5064.26
30000,5063.92
30000,5064.29
30000,5064.76
30000,5064.31
30000,5064.7
30000,5064.23
30000,5064.23
30000,5064.31
30000,5065.17
30000,5064.81
30000,5064.18
30000,5065.41
30000,5065.54
30000,5065.72
30000,5065.17
30000,5066.5
30000,5065.36
30000,5065.43
30000,5067.1
30000,5066.01
30000,5065.88
35000,5053.85
35000,5054.29
35000,5056.07
35000,5055.1
35000,5058.12
35000,5058.93
35000,5056.87
35000,5059.49
35000,5056.91
35000,5059.28
35000,5055.59
35000,5058.9
35000,5055.47
35000,5058.78
35000,5055.25
35000,5058.77
35000,5054.72
35000,5055.38
35000,5058.87
35000,5061.05
35000,5056.47
35000,5058.09
35000,5059.9
35000,5059.96
35000,5055.37
35000,5060.34
35000,5057.74
35000,5058.68
35000,5061.05
35000,5057.87
35000,5061.64
35000,5061.4
35000,5061.58
35000,5059.22
35000,5058.83
35000,5061.43
35000,5058.77
35000,5060.81
35000,5062.37
35000,5058.77
35000,5063.68
35000,5064.27
35000,5061.21
35000,5060.99
35000,5063.43
35000,5061.52
35000,5061.77
35000,5063.87
35000,5061.87
35000,5064.8
40000,5044.49
40000,5054.41
40000,5054.31
40000,5048.23
40000,5048.89
40000,5048.91
40000,5052.38
40000,5055.45
40000,5054.31
40000,5052.42
40000,5056.23
40000,5051.94
40000,5055.49
40000,5055.67
40000,5056.29
40000,5053.44
40000,5053.1
40000,5054.15
40000,5055.91
40000,5052.32
40000,5051.64
40000,5054.65
40000,5057.61
40000,5058.06
40000,5054.45
40000,5058.57
40000,5054.07
40000,5057.07
40000,5057.83
40000,5052.18
40000,5052.66
40000,5054.42
40000,5054.15
40000,5052.68
40000,5053
40000,5060.33
40000,5060.48
40000,5055.83
40000,5058.19
40000,5057.11
40000,5058.05
40000,5060.69
40000,5061.02
40000,5056.85
40000,5057.95
40000,5061.02
40000,5061.76
40000,5059.56
40000,5060.28
40000,5061.02
45000,5042.84
45000,5045.88
45000,5045.94
45000,5045.82
45000,5046.98
45000,5048
45000,5045
45000,5046.92
45000,5048.18
45000,5046.4
45000,5048.96
45000,5046.78
45000,5049.34
45000,5047.22
45000,5049.18
45000,5047.94
45000,5049.45
45000,5048.44
45000,5050.77
45000,5050.04
45000,5048.78
45000,5049.75
45000,5051.33
45000,5049.63
45000,5050.11
45000,5049.79
45000,5050.35
45000,5050.75
45000,5049.99
45000,5051.61
45000,5051.17
45000,5050.91
45000,5049.99
45000,5051.87
45000,5053.38
45000,5051.99
45000,5050.77
45000,5050.99
45000,5052.75
45000,5051.27
45000,5052.59
45000,5049.63
45000,5052.17
45000,5052.43
45000,5052.65
45000,5051.19
45000,5051.81
45000,5052.35
45000,5052.29
45000,5053.06
50000,5029.93
50000,5034.54
50000,5033.38
50000,5030.41
50000,5030.97
50000,5028.24
50000,5026.97
50000,5035.51
50000,5035.48
50000,5033.62
50000,5037.06
50000,5035.83
50000,5032.77
50000,5032.93
50000,5037.44
50000,5031.82
50000,5033.83
50000,5029.74
50000,5029.16
50000,5031.54
50000,5033.56
50000,5030.65
50000,5028.93
50000,5032.29
50000,5032.97
50000,5035.93
50000,5028.51
50000,5033.6
50000,5036.77
50000,5034.91
50000,5029.17
50000,5036.44
50000,5036.74
50000,5037.67
50000,5037.12
50000,5037.25
50000,5034.04
50000,5037.17
50000,5039.13
50000,5034.79
50000,5035.82
50000,5033.81
50000,5036.44
50000,5035.69
50000,5040.83
50000,5035.5
50000,5036.78
50000,5032.51
50000,5037.42
50000,5037.87
55000,5021.97
55000,5023.34
55000,5023.14
55000,5024.39
55000,5023.55
55000,5022.71
55000,5023.96
55000,5020.15
55000,5025.13
55000,5019.62
55000,5023.78
55000,5021.75
55000,5022.52
55000,5026.26
55000,5021.42
55000,5025.26
55000,5021.23
55000,5021.69
55000,5026.56
55000,5023.82
55000,5026.26
55000,5024.26
55000,5025.11
55000,5025.03
55000,5025.77
55000,5021.79
55000,5025.16
55000,5024.9
55000,5023.32
55000,5027.57
55000,5028.84
55000,5028.91
55000,5028.84
55000,5028.84
55000,5027.8
55000,5026.47
55000,5027.27
55000,5027.59
55000,5025.43
55000,5024.54
55000,5027.04
55000,5028.07
55000,5027.3
55000,5024.23
55000,5028.53
55000,5027.74
55000,5028.85
55000,5030.37
55000,5029.97
55000,5025.04
60000,5015.25
60000,5018
60000,5018.17
60000,5018.44
60000,5018.52
60000,5018.52
60000,5018.58
60000,5018.74
60000,5019.05
60000,5018.85
60000,5018.58
60000,5018.88
60000,5019.26
60000,5018.99
60000,5018.68
60000,5018.3
60000,5020.28
60000,5019.98
60000,5019.48
60000,5019.73
60000,5019.84
60000,5019.01
60000,5020.97
60000,5020.53
60000,5020.84
60000,5020.72
60000,5019.76
60000,5021.49
60000,5020.83
60000,5021.08
60000,5021.35
60000,5021.02
60000,5022.23
60000,5022.29
60000,5021.68
60000,5022.28
60000,5022.65
60000,5021.85
60000,5021.98
60000,5023.2
60000,5022.43
60000,5023.42
60000,5023.5
60000,5022.59
60000,5023.39
60000,5023.8
60000,5023.15
60000,5023.42
60000,5025.02
60000,5023.72
65000,4984.61
65000,4985.29
65000,4988.72
65000,4984.52
65000,4991.3
65000,4990.7
65000,4991.13
65000,4985.04
65000,4988.64
65000,4986.92
65000,4984.77
65000,4989.59
65000,4989.58
65000,4991.9
65000,4990.02
65000,4986.24
65000,4987.01
65000,4990.96
65000,4988.72
65000,4984.86
65000,4991.9
65000,4991.82
65000,4990.27
65000,4987.44
65000,4987.35
65000,4989.67
65000,4992.93
65000,4986.41
65000,4988.38
65000,4988.55
65000,4991.39
65000,4991.64
65000,4988.04
65000,4988.89
65000,4992.33
65000,4994.05
65000,4987.09
65000,4988.72
65000,4987.52
65000,4992.42
65000,4994.14
65000,4992.25
65000,4994.82
65000,4994.22
65000,4993.7
65000,4996.03
65000,4991.99
65000,4990.35
65000,4988.12
65000,4990.26
70000,4969.85
70000,4970.94
70000,4973.08
70000,4972.58
70000,4971.58
70000,4971.29
70000,4971.11
70000,4972.32
70000,4972.67
70000,4971.82
70000,4973.37
70000,4973.64
70000,4972.67
70000,4972.29
70000,4972.64
70000,4973.76
70000,4973.14
70000,4973.02
70000,4973.26
70000,4974.85
70000,4974.06
70000,4973.88
70000,4974.38
70000,4974.67
70000,4974.64
70000,4974.08
70000,4975.67
70000,4975.64
70000,4974.55
70000,4974.49
70000,4975.17
70000,4975.64
70000,4975.35
70000,4975.79
70000,4974.99
70000,4976.64
70000,4975.79
70000,4975.7
70000,4974.82
70000,4975.55
70000,4975.91
70000,4975.41
70000,4976.23
70000,4977.32
70000,4978.17
70000,4976.35
70000,4977.53
70000,4977.17
70000,4976.35
70000,4976.82
75000,4962.22
75000,4963.71
75000,4965.24
75000,4963.31
75000,4967.17
75000,4968.19
75000,4964.66
75000,4966.87
75000,4967.27
75000,4964.83
75000,4967.07
75000,4967.41
75000,4966.49
75000,4968.86
75000,4968.56
75000,4965.99
75000,4968.25
75000,4970.29
75000,4965.78
75000,4969.41
75000,4969.71
75000,4967.81
75000,4970.32
75000,4971.54
75000,4967.41
75000,4970.22
75000,4971.27
75000,4966.46
75000,4970.53
75000,4972.87
75000,4967.98
75000,4971.58
75000,4973.07
75000,4967.88
75000,4970.12
75000,4972.09
75000,4972.12
75000,4971.64
75000,4974.23
75000,4973.85
75000,4972.22
75000,4974.09
75000,4973.27
75000,4971.34
75000,4973.99
75000,4975.35
75000,4972.49
75000,4973.92
75000,4970.63
75000,4964.08
80000,4951.18
80000,4952.69
80000,4954.55
80000,4956.4
80000,4954.82
80000,4955.03
80000,4956.9
80000,4953.45
80000,4949.55
80000,4953.28
80000,4957.46
80000,4955.59
80000,4953.53
80000,4954.83
80000,4956.13
80000,4959.09
80000,4953.77
80000,4957.27
80000,4958.56
80000,4957.24
80000,4957.75
80000,4957.26
80000,4955.94
80000,4958.86
80000,4959.35
80000,4956.96
80000,4957.77
80000,4959.38
80000,4960.41
80000,4962.3
80000,4960.38
80000,4959.11
80000,4961.47
80000,4961.96
80000,4961.5
80000,4960.12
80000,4961.44
80000,4962.79
80000,4961.46
80000,4960.38
80000,4961.21
80000,4960.96
80000,4961.18
80000,4959.12
80000,4962.84
80000,4963.84
80000,4962.25
80000,4964.44
80000,4964.96
80000,4964.74
85000,4958.93
85000,4961.37
85000,4955.1
85000,4954.4
85000,4959.58
85000,4967.78
85000,4966.88
85000,4962.67
85000,4961.75
85000,4958.93
85000,4965.04
85000,4968.1
85000,4967.87
85000,4961.96
85000,4958.72
85000,4967.02
85000,4967.62
85000,4966.5
85000,4966.98
85000,4964.07
85000,4965.42
85000,4968
85000,4963.12
85000,4966.26
85000,4973.98
85000,4973.64
85000,4968.65
85000,4967.02
85000,4964.44
85000,4966.89
85000,4969.53
85000,4971.35
85000,4972.42
85000,4968.32
85000,4969.47
85000,4973.67
85000,4970.7
85000,4972.98
85000,4975.98
85000,4976.07
85000,4975.45
85000,4971.97
85000,4969.42
85000,4968.43
85000,4971.68
85000,4971.2
85000,4974.96
85000,4976.8
85000,4977.12
85000,4973.89
90000,4975.6
90000,4982.52
90000,4983.81
90000,4982.72
90000,4985.08
90000,4983.96
90000,4984.1
90000,4982.29
90000,4982.2
90000,4983.76
90000,4984.25
90000,4986.27
90000,4985.23
90000,4987.14
90000,4983.69
90000,4985.48
90000,4985.95
90000,4981.76
90000,4986.21
90000,4984.44
90000,4985.87
90000,4988.27
90000,4988.96
90000,4987.55
90000,4987.14
90000,4984.87
90000,4987.36
90000,4987.36
90000,4989.97
90000,4990.1
90000,4989.39
90000,4991.22
90000,4989.1
90000,4989.57
90000,4993.37
90000,4987.55
90000,4988.31
90000,4989.18
90000,4989.47
90000,4988.43
90000,4991.41
90000,4991.1
90000,4991.22
90000,4990.62
90000,4989.91
90000,4992.69
90000,4993.9
90000,4990.47
90000,4991.38
90000,4993.09
95000,4984.26
95000,4992.39
95000,4990.45
95000,4985.97
95000,4987.1
95000,4989.52
95000,4996.61
95000,4991.52
95000,4992.39
95000,4987.66
95000,4992.54
95000,4996.27
95000,4998.09
95000,4985.48
95000,4998.93
95000,4988.69
95000,4982.89
95000,4995.71
95000,4992.23
95000,4997.46
95000,4988.83
95000,4995.27
95000,4992.67
95000,4996.12
95000,4990.84
95000,4995.31
95000,4988.61
95000,5000.66
95000,5002.06
95000,4994.52
95000,4999.38
95000,4989.64
95000,4988.33
95000,4990.82
95000,5000.84
95000,4993.67
95000,4992.68
95000,4994.84
95000,4997.15
95000,5001.43
95000,4997.41
95000,4998.65
95000,4996.41
95000,4995.24
95000,4991.76
95000,5001.32
95000,4998.61
95000,5001.16
95000,4999.09
95000,4993.64
